geneEnsemblID	chr	length	cov.HC.CG.length	cov.HC.1000G.length	cov.CG.1000G.length	ChimpOrtholog	ChimpGeneStatus	MouseGeneStatus	KnownChimpOrMouseOrtholog
ENSG00000058668	1	9721	9512	3937	3912	TRUE	KNOWN	KNOWN	TRUE
ENSG00000058673	1	9700	8542	2601	2365	TRUE	KNOWN	KNOWN	TRUE
ENSG00000058799	1	2261	2215	981	981	TRUE	KNOWN	KNOWN	TRUE
ENSG00000058804	1	5135	4899	2085	1933	TRUE	KNOWN	KNOWN	TRUE
ENSG00000059588	1	7743	6313	5025	3719	TRUE	KNOWN	KNOWN	TRUE
ENSG00000060642	1	3382	2019	420	1538	FALSE	NA	NA	FALSE
ENSG00000060656	1	6700	6120	4593	4387	TRUE	KNOWN	KNOWN	TRUE
ENSG00000060688	1	4011	3819	1387	1342	TRUE	KNOWN	KNOWN	TRUE
ENSG00000060718	1	8281	7622	5766	5220	TRUE	KNOWN	KNOWN	TRUE
ENSG00000064703	1	6019	5235	2772	2475	TRUE	KNOWN	KNOWN	TRUE
ENSG00000064886	1	3295	3160	1419	1347	TRUE	KNOWN	NULL	TRUE
ENSG00000065135	1	3206	3138	1148	1112	TRUE	KNOWN	KNOWN	TRUE
ENSG00000065183	1	4159	3947	2864	2814	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000065243	1	7018	6388	3106	3016	TRUE	KNOWN	KNOWN	TRUE
ENSG00000065526	1	13294	12316	11466	11003	TRUE	KNOWN	KNOWN	TRUE
ENSG00000065600	1	2914	2817	1134	1115	TRUE	KNOWN	KNOWN	TRUE
ENSG00000065978	1	1933	1421	1004	839	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066027	1	3863	2654	1358	1471	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066056	1	6694	6415	3892	3753	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066135	1	5172	4591	3155	3294	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000066136	1	5987	5474	1330	1092	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066185	1	2195	2130	1213	1177	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066279	1	11027	9006	8901	10151	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000066294	1	9255	8844	1266	1248	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066322	1	2459	2225	1006	1004	TRUE	KNOWN	KNOWN	TRUE
ENSG00000066557	1	2884	2655	1890	1794	TRUE	KNOWN	KNOWN	TRUE
ENSG00000067208	1	8320	7563	2593	2399	TRUE	KNOWN	KNOWN	TRUE
ENSG00000067334	1	6005	5107	2186	2118	TRUE	KNOWN	KNOWN	TRUE
ENSG00000067533	1	7883	7265	974	950	TRUE	KNOWN	KNOWN	TRUE
ENSG00000067606	1	7636	5593	1798	1730	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000067704	1	4162	3749	3270	2914	TRUE	KNOWN	KNOWN	TRUE
ENSG00000069248	1	5058	4933	3719	3604	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000069275	1	6556	6074	883	746	TRUE	KNOWN	KNOWN	TRUE
ENSG00000069424	1	8138	6628	1105	1230	TRUE	KNOWN	KNOWN	TRUE
ENSG00000069702	1	8654	7534	2636	2505	TRUE	KNOWN	KNOWN	TRUE
ENSG00000069712	1	4623	4337	0	0	TRUE	KNOWN	KNOWN	TRUE
ENSG00000069812	1	5407	4364	691	31	TRUE	KNOWN	KNOWN	TRUE
ENSG00000070759	1	3461	3375	1787	1787	TRUE	KNOWN	KNOWN	TRUE
ENSG00000070785	1	3043	2882	1481	1479	TRUE	KNOWN	KNOWN	TRUE
ENSG00000070831	1	3470	2901	708	698	TRUE	KNOWN	KNOWN	TRUE
ENSG00000070886	1	5358	4469	3015	2694	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000072694	1	7014	5402	1402	1044	TRUE	KNOWN	NULL	TRUE
ENSG00000073754	1	2456	2427	1148	1142	TRUE	KNOWN	KNOWN	TRUE
ENSG00000073756	1	5265	4860	2032	1964	TRUE	KNOWN	KNOWN	TRUE
ENSG00000074800	1	4097	3327	1441	1358	TRUE	KNOWN	KNOWN	TRUE
ENSG00000074964	1	7847	7256	4075	4007	TRUE	KNOWN	KNOWN	TRUE
ENSG00000075151	1	8480	7735	4915	4637	TRUE	KNOWN	KNOWN	TRUE
ENSG00000075391	1	11818	10828	4071	3860	TRUE	KNOWN	KNOWN	TRUE
ENSG00000075945	1	5014	4885	2440	2338	TRUE	KNOWN	KNOWN	TRUE
ENSG00000076258	1	2517	2449	1729	1714	TRUE	KNOWN	KNOWN	TRUE
ENSG00000076321	1	4254	4111	1938	1909	TRUE	KNOWN	KNOWN	TRUE
ENSG00000076356	1	13781	12711	5801	5714	TRUE	KNOWN	KNOWN	TRUE
ENSG00000076864	1	6343	5450	2992	2746	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000077152	1	1065	991	715	675	TRUE	KNOWN	KNOWN	TRUE
ENSG00000077157	1	14400	13913	3348	3275	TRUE	KNOWN	KNOWN	TRUE
ENSG00000077254	1	6918	6337	3161	3117	TRUE	KNOWN	KNOWN	TRUE
ENSG00000077522	1	5509	4827	2751	2530	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000077549	1	3480	3192	1309	1216	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000077585	1	2279	1945	1247	1038	TRUE	KNOWN	KNOWN	TRUE
ENSG00000078369	1	6415	5779	1213	1309	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000078618	1	6619	6318	3946	3869	TRUE	KNOWN	KNOWN	TRUE
ENSG00000078808	1	4697	2616	895	1022	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000078900	1	5555	4265	1486	1875	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000079277	1	8060	7433	1635	1623	TRUE	KNOWN	KNOWN	TRUE
ENSG00000079335	1	5729	5108	2151	2129	TRUE	KNOWN	KNOWN	TRUE
ENSG00000079739	1	4195	3728	2206	2002	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000080910	1	1227	1023	972	841	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000081019	1	6819	6558	2419	2352	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081026	1	8180	6732	4654	4363	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081237	1	8511	7949	4190	4051	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081248	1	6166	5886	5667	5561	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081277	1	6211	5646	2336	2285	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081692	1	4315	3868	1772	1481	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081721	1	1762	1634	1109	1040	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081870	1	2759	2383	589	575	TRUE	KNOWN	KNOWN	TRUE
ENSG00000081985	1	4233	3875	2710	2656	TRUE	KNOWN	KNOWN	TRUE
ENSG00000082482	1	3910	3261	1548	1348	TRUE	KNOWN	KNOWN	TRUE
ENSG00000082497	1	5467	4998	1028	1095	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000082512	1	9022	8332	1896	1865	TRUE	KNOWN	KNOWN	TRUE
ENSG00000083444	1	5327	4648	2788	2583	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084070	1	3299	2528	1435	1371	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084072	1	8071	7583	1316	1234	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084073	1	3572	3528	1572	1565	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084623	1	1725	1359	988	1218	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084628	1	2987	2881	597	569	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084636	1	9552	8705	5103	5092	TRUE	KNOWN	KNOWN	TRUE
ENSG00000084652	1	5103	4514	1613	1710	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085433	1	4536	3994	2843	2811	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085465	1	3235	3085	2332	2204	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085491	1	3719	2954	1673	1351	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085552	1	6628	6146	4098	3783	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000085831	1	9362	8651	1795	1925	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085832	1	7551	6833	2903	2785	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085840	1	3157	3052	2644	2553	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085998	1	6366	6150	3261	3220	TRUE	KNOWN	KNOWN	TRUE
ENSG00000085999	1	3212	3136	2352	2316	TRUE	KNOWN	KNOWN	TRUE
ENSG00000086015	1	8876	6507	4063	5449	TRUE	KNOWN	KNOWN	TRUE
ENSG00000086619	1	5688	4812	1577	1470	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088035	1	4946	4514	1676	1596	TRUE	KNOWN	KNOWN	TRUE
ENSG00000088280	1	4986	4494	2819	2635	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000090020	1	5975	3667	2022	2467	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000090104	1	3311	3205	855	821	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090273	1	2857	2654	1356	1319	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090432	1	2436	2360	1204	1145	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090621	1	6782	5671	2423	2214	TRUE	KNOWN	KNOWN	TRUE
ENSG00000090686	1	9497	8840	3559	3323	TRUE	KNOWN	KNOWN	TRUE
ENSG00000091483	1	2142	1878	1602	1446	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092607	1	3817	3597	1532	1490	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092621	1	5805	5734	1921	1899	TRUE	KNOWN	NULL	TRUE
ENSG00000092847	1	7575	7242	2627	2584	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092850	1	1978	1684	1437	1345	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092853	1	5438	5218	4228	4110	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092969	1	5151	4878	1415	1381	TRUE	KNOWN	KNOWN	TRUE
ENSG00000092978	1	8837	8322	1795	1712	TRUE	KNOWN	KNOWN	TRUE
ENSG00000094963	1	6239	5821	1588	1574	TRUE	KNOWN	KNOWN	TRUE
ENSG00000094975	1	6467	6343	4171	4072	TRUE	KNOWN	KNOWN	TRUE
ENSG00000097021	1	4888	3964	1449	1426	TRUE	KNOWN	KNOWN	TRUE
ENSG00000097033	1	6677	6070	1236	1103	TRUE	KNOWN	KNOWN	TRUE
ENSG00000097046	1	3603	3295	1809	1595	TRUE	KNOWN	KNOWN	TRUE
ENSG00000097096	1	6451	5341	3602	3044	TRUE	KNOWN	KNOWN	TRUE
ENSG00000099260	1	5920	5787	1735	1721	TRUE	KNOWN	KNOWN	TRUE
ENSG00000107404	1	3602	2152	2032	1180	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116128	1	6420	5684	4340	4116	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116132	1	8246	7284	1014	852	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116133	1	4477	4059	1598	1339	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116138	1	8569	8278	2571	2497	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116141	1	7144	6416	2438	2314	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116147	1	5355	5171	4187	4100	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116151	1	5317	4629	1463	1338	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116157	1	1691	1471	689	509	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116161	1	4510	3992	870	821	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116171	1	8305	7779	1814	1703	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116183	1	10924	10445	5508	5250	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116191	1	7443	6659	1911	1777	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116194	1	3435	3212	1510	1491	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116198	1	7876	6930	2970	2848	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116199	1	6039	5699	1286	1282	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116205	1	5826	5726	691	691	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116209	1	4156	3922	1130	1095	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116212	1	2411	1935	1367	1364	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116213	1	7604	6946	2146	2017	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116218	1	1874	1579	1236	986	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116221	1	2204	2190	1451	1440	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116237	1	4911	4545	1008	805	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116251	1	4900	4488	739	526	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116254	1	9890	7921	5763	4944	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116260	1	9311	8446	2470	2060	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116266	1	5895	5405	1993	1963	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116273	1	3681	3117	929	853	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116285	1	4186	3928	1497	1439	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116288	1	2397	2244	679	677	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116299	1	9298	8384	3071	3113	TRUE	KNOWN_BY_PROJECTION	NOVEL	FALSE
ENSG00000116329	1	1774	1202	1155	825	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116337	1	6828	6027	3545	3327	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116350	1	3178	2761	1593	1427	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116353	1	3965	3928	1450	1449	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116396	1	9343	8340	2122	1669	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116406	1	7532	6986	2843	2688	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116455	1	2805	2694	1153	1100	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116459	1	3383	3180	1024	986	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116473	1	5733	5097	597	581	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116478	1	4009	3946	1816	1800	TRUE	KNOWN	NULL	TRUE
ENSG00000116489	1	4130	3886	1005	1030	TRUE	KNOWN	NULL	TRUE
ENSG00000116497	1	9190	8470	1247	1226	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116514	1	2629	1936	1681	1557	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116521	1	2442	2051	1368	1204	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116525	1	3984	2863	1489	1027	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116539	1	13296	12617	9198	9116	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116544	1	3977	2879	2826	2359	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116560	1	7426	6572	1917	1498	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116574	1	4372	3459	538	527	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116580	1	12158	11309	7282	6912	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116584	1	7739	7342	3056	2894	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116586	1	1438	1425	609	601	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116604	1	6400	5665	1733	1643	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116641	1	10915	10169	6662	6247	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116649	1	1898	1236	1143	772	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116652	1	1162	1049	0	0	TRUE	KNOWN_BY_PROJECTION	NULL	FALSE
ENSG00000116661	1	2333	1559	1105	672	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116663	1	1811	1412	958	917	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116667	1	10966	10400	419	419	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116668	1	4054	3761	2767	2542	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116670	1	3403	2578	1013	994	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116675	1	6907	6304	2911	2854	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116678	1	11457	10472	3842	3730	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116679	1	7929	7510	2397	2337	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116685	1	3281	2187	2047	1256	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116688	1	4978	4721	2308	2238	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116690	1	5050	3845	3956	3603	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116691	1	2821	2652	1532	1464	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116698	1	8317	7482	3607	3463	TRUE	KNOWN_BY_PROJECTION	KNOWN	TRUE
ENSG00000116701	1	3104	3088	1858	1856	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116703	1	1339	1314	801	789	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116704	1	7154	6747	1135	894	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116711	1	2907	2658	2348	2236	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116717	1	2069	1526	619	449	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116721	1	2439	805	1470	372	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116726	1	1786	1594	1484	1328	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116729	1	4513	3792	1721	1895	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116731	1	10919	10519	5323	5195	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116741	1	2086	2005	796	766	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116745	1	2610	2438	1631	1673	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116747	1	9102	8577	2232	2192	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116748	1	2496	2475	2346	2325	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116750	1	3599	3473	1723	1663	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116752	1	1299	1286	748	748	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116754	1	8477	7837	1818	1754	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116761	1	2414	2304	1364	1357	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116771	1	2500	1528	1112	883	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116774	1	2265	2201	1310	1252	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116783	1	5841	5622	3016	2902	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116785	1	3774	16	617	16	TRUE	KNOWN	NULL	TRUE
ENSG00000116786	1	4122	3521	3142	2757	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116791	1	4081	3866	1260	1207	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116793	1	7188	6653	2477	2373	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116809	1	4240	4031	2968	2807	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116815	1	1783	1654	937	854	TRUE	KNOWN	NULL	TRUE
ENSG00000116819	1	2189	1608	1402	878	TRUE	KNOWN	KNOWN	TRUE
ENSG00000116824	1	1679	1659	1125	1105	TRUE	KNOWN	KNOWN	TRUE
